source_path,entry,start_x,start_y,end_x,end_y,wave_type,wave_name
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,1,947.23193359375,126.04541778564453,947.60595703125,126.97283935546875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,2,859.5303955078125,161.67788696289062,859.944580078125,162.5880889892578,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,3,202.5279083251953,739.7821044921875,203.24844360351562,740.4755249023438,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,4,2551.8720703125,3463.043701171875,2551.510498046875,3462.111328125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,5,2661.7275390625,3406.87060546875,2661.224609375,3406.00634765625,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,6,3468.006103515625,1068.23046875,3467.08349609375,1067.8448486328125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,7,3491.451904296875,965.2053833007812,3490.4580078125,965.3155517578125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,8,2598.858154296875,119.76432800292969,2598.7255859375,120.7555160522461,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,9,2808.8671875,249.5110321044922,2808.097412109375,250.14927673339844,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,10,970.1422119140625,123.64895629882812,970.3682861328125,124.62306213378906,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,11,925.4468383789062,140.37973022460938,925.6851196289062,141.35092163085938,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,12,882.9542236328125,159.49948120117188,883.3952026367188,160.39700317382812,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,13,838.8779296875,185.841796875,839.362548828125,186.7165069580078,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,14,801.0843505859375,212.34716796875,801.6400146484375,213.17855834960938,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,15,768.099609375,242.83740234375,768.7220458984375,243.62005615234375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,16,302.32867431640625,690.0867919921875,302.4757995605469,691.075927734375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,17,257.0799560546875,704.9953002929688,257.40167236328125,705.942138671875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,18,220.33050537109375,729.0767822265625,220.9707489013672,729.844970703125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,19,192.3253173828125,767.4486083984375,193.1513671875,768.01220703125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,20,174.3893585205078,810.5028076171875,175.34886169433594,810.7844848632812,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,21,169.19815063476562,855.7645874023438,170.18226623535156,855.9420776367188,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,22,113.79679870605469,2683.763671875,114.54662322998047,2683.10205078125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,23,90.72398376464844,2638.009765625,91.68791961669922,2637.74365234375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,24,101.36973571777344,2527.480224609375,102.30818939208984,2527.82568359375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,25,93.93603515625,2571.173828125,94.90977478027344,2571.401611328125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,26,92.99954986572266,2614.439453125,93.99932861328125,2614.41845703125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,27,106.35572814941406,2661.318603515625,107.25965881347656,2660.890869140625,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,28,137.34039306640625,2694.7431640625,138.01918029785156,2694.0087890625,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,29,172.85633850097656,2729.61279296875,173.5819854736328,2728.9248046875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,30,638.8787231445312,3239.650634765625,639.58447265625,3238.942138671875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,31,678.3435668945312,3269.427490234375,678.9585571289062,3268.638916015625,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,32,719.400390625,3293.182373046875,719.935546875,3292.337646484375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,33,758.721923828125,3314.280517578125,759.2471923828125,3313.4296875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,34,800.9466552734375,3334.259033203125,801.3966674804688,3333.365966796875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,35,840.3870849609375,3362.4375,841.0786743164062,3361.71533203125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,36,877.252685546875,3392.986328125,877.9449462890625,3392.2646484375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,37,916.8304443359375,3417.8251953125,917.3345336914062,3416.96142578125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,38,961.04150390625,3435.2275390625,961.355224609375,3434.278076171875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,39,1003.0960693359375,3446.4755859375,1003.462158203125,3445.544921875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,40,2479.15966796875,3460.15869140625,2479.141357421875,3459.158935546875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,41,2528.817138671875,3450.6357421875,2528.61962890625,3449.655517578125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,42,2569.1396484375,3433.87109375,2568.73486328125,3432.956787109375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,43,2608.90576171875,3410.18994140625,2608.42138671875,3409.315185546875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,44,2649.531005859375,3386.51416015625,2649.06201171875,3385.630859375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,45,2694.14892578125,3359.7958984375,2693.671142578125,3358.91748046875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,46,3287.1025390625,2886.32177734375,3286.5654296875,2885.478271484375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,47,3223.0302734375,2907.1904296875,3222.66162109375,2906.2607421875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,48,3265.3076171875,2889.64111328125,3265.00146484375,2888.689208984375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,49,3310.43603515625,2864.5751953125,3309.791748046875,2863.810302734375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,50,3336.216552734375,2830.2314453125,3335.342529296875,2829.745361328125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,51,3353.091796875,2790.2314453125,3352.11865234375,2790.00146484375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,52,3362.05712890625,2745.21044921875,3361.070068359375,2745.05029296875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,53,3457.29443359375,1084.20654296875,3456.410888671875,1083.7381591796875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,54,3475.93896484375,1034.756591796875,3474.9775390625,1034.4810791015625,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,55,3484.62939453125,985.7310791015625,3483.64404296875,985.5609741210938,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,56,3479.5087890625,936.8677978515625,3478.5302734375,937.0738525390625,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,57,3462.24072265625,892.7127685546875,3461.360595703125,893.1876831054688,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,58,3431.74951171875,862.2137451171875,3431.125732421875,862.9954223632812,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,59,3396.69091796875,841.4197387695312,3396.162353515625,842.2685546875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,60,3357.751708984375,817.4981689453125,3357.211669921875,818.3397827148438,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,61,2814.783935546875,267.633056640625,2813.859375,268.01416015625,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,62,2783.700927734375,231.9828643798828,2783.099853515625,232.7821044921875,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,63,2741.525390625,205.8115997314453,2740.958740234375,206.63551330566406,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,64,2701.06103515625,175.7317657470703,2700.509521484375,176.56585693359375,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,65,2657.41455078125,152.6851806640625,2656.936767578125,153.5635986328125,1,Ocean
ZH_Generals\maps.big\maps\Armored Fury\Armored Fury.wak,66,2615.026123046875,128.275634765625,2614.441162109375,129.08677673339844,1,Ocean
