source_path,entry,start_x,start_y,end_x,end_y,wave_type,wave_name
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,1,503.38568115234375,1597.66943359375,503.9976501464844,1598.4603271484375,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,2,472.7971496582031,1631.0279541015625,473.64019775390625,1631.5657958984375,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,3,452.9232177734375,1674.38037109375,453.8823547363281,1674.663330078125,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,4,434.8860778808594,1721.4722900390625,435.8014221191406,1721.875,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,5,416.2752685546875,1768.760986328125,417.2206726074219,1769.0869140625,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,6,399.1212158203125,1817.790771484375,400.0635681152344,1818.1253662109375,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,7,383.5380859375,1865.2264404296875,384.49072265625,1865.530517578125,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,8,771.0076904296875,2584.7744140625,771.7714233398438,2585.419921875,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,9,746.5203857421875,2628.15966796875,747.4679565429688,2628.479248046875,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,10,731.918212890625,2675.3623046875,732.8729248046875,2675.65966796875,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,11,714.671875,2722.359375,715.5834350585938,2722.7705078125,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,12,692.1142578125,2765.54638671875,693.0104370117188,2765.989990234375,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,13,670.061279296875,2809.4697265625,670.933837890625,2809.958251953125,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,14,638.4722290039062,2847.30224609375,639.1333618164062,2848.052490234375,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,15,582.244384765625,44.60414123535156,582.3150634765625,45.60163879394531,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,16,530.45458984375,51.446624755859375,530.5623168945312,52.44080352783203,3,Close Ocean Double
MapsZH.big\Maps\MD_CHI03\md_chi03.wak,17,480.43841552734375,58.97532653808594,480.5927429199219,59.96334457397461,3,Close Ocean Double
