source_path,entry,start_x,start_y,end_x,end_y,wave_type,wave_name
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,1,581.6097412109375,2548.84912109375,582.5573120117188,2548.529541015625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,2,585.3086547851562,2598.31103515625,586.2930908203125,2598.486572265625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,3,575.211181640625,2644.995849609375,576.1743774414062,2645.2646484375,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,4,562.8212890625,2691.47216796875,563.78466796875,2691.740478515625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,5,557.239990234375,2740.673828125,558.219970703125,2740.872802734375,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,6,537.1514892578125,2786.3623046875,537.8641967773438,2787.063720703125,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,7,801.7363891601562,3428.114990234375,801.5508422851562,3427.13232421875,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,8,847.290283203125,3420.711669921875,847.2724609375,3419.7119140625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,9,892.209228515625,3428.1650390625,892.6342163085938,3427.259765625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,10,926.9443359375,3453.033203125,927.7889404296875,3452.497802734375,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,11,1317.193603515625,3458.45361328125,1316.777099609375,3457.54443359375,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,12,1558.224609375,3441.2587890625,1558.23779296875,3440.2587890625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,13,2381.564208984375,3361.2822265625,2381.295654296875,3360.319091796875,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,14,2426.3203125,3355.492919921875,2426.526123046875,3354.514404296875,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,15,2471.748291015625,3361.34326171875,2471.9326171875,3360.3603515625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,16,2512.06787109375,3363.63427734375,2511.84619140625,3362.6591796875,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,17,2557.105224609375,3352.84814453125,2556.909423828125,3351.867431640625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,18,2603.531005859375,3353.540771484375,2603.83642578125,3352.588623046875,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,19,2647.235595703125,3377.88818359375,2647.927978515625,3377.166748046875,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,20,2825.95166015625,3355.828125,2825.635986328125,3354.879150390625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,21,2866.4501953125,3347.14404296875,2866.470947265625,3346.144287109375,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,22,2909.45947265625,3353.75537109375,2909.759765625,3352.801513671875,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,23,2952.576904296875,3376.902099609375,2953.27587890625,3376.18701171875,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,24,3407.26025390625,1703.796630859375,3406.3662109375,1704.2445068359375,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,25,3396.7138671875,1656.0982666015625,3395.7138671875,1656.106689453125,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,26,3396.3134765625,1605.8408203125,3395.313720703125,1605.8193359375,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,27,3407.6025390625,1555.5345458984375,3406.753662109375,1555.005859375,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,28,3439.2880859375,1221.97216796875,3438.45849609375,1222.530517578125,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,29,3420.80078125,1179.519287109375,3419.83642578125,1179.783447265625,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,30,3419.685546875,1132.429931640625,3418.685791015625,1132.4122314453125,4,Radial
ZH_Generals\maps.big\maps\Dark Mountain\dark mountain.wak,31,3422.6337890625,1088.53173828125,3421.6708984375,1088.2615966796875,4,Radial
