source_path,entry,start_x,start_y,end_x,end_y,wave_type,wave_name
MapsZH.big\Maps\MD_USA05\md_usa05.wak,1,71.55187225341797,1962.693115234375,70.99124908447266,1963.521240234375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,2,23.654205322265625,1935.427490234375,23.157312393188477,1936.2952880859375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,3,293.988037109375,3126.515625,294.6847229003906,3125.79833984375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,4,275.892822265625,3076.0078125,276.8857421875,3075.88916015625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,5,76.48072814941406,2760.9423828125,76.58171081542969,2759.947509765625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,6,33.531837463378906,2739.27734375,33.7285041809082,2738.296875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,7,122.10997009277344,2741.06640625,122.39347839355469,2740.107421875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,8,180.5838165283203,2762.1728515625,181.39602661132812,2761.58935546875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,9,208.84475708007812,2806.36669921875,209.71458435058594,2805.873291015625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,10,235.24180603027344,2849.3837890625,236.07568359375,2848.831787109375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,11,262.4015808105469,2895.455810546875,263.3306884765625,2895.0859375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,12,275.0029296875,2947.03271484375,275.9978942871094,2946.9326171875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,13,278.3303527832031,2998.32568359375,279.3303527832031,2998.323486328125,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,14,276.65045166015625,3049.357421875,277.64935302734375,3049.404052734375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,15,287.2657470703125,3096.865966796875,288.1625061035156,3096.42333984375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,16,320.1414794921875,3121.197265625,320.38482666015625,3120.227294921875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,17,360.23614501953125,3142.14501953125,360.8948669433594,3141.392578125,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,18,405.3380126953125,3171.10400390625,405.85302734375,3170.246826171875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,19,449.6300048828125,3192.18505859375,450.3133239746094,3191.454833984375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,20,480.6904296875,3220.969482421875,481.3899230957031,3220.2548828125,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,21,510.6363525390625,3255.23486328125,511.4698791503906,3254.682373046875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,22,544.7280883789062,3292.6669921875,545.3838500976562,3291.912109375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,23,585.6346435546875,3324.7978515625,586.211669921875,3323.981201171875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,24,623.175048828125,3350.1337890625,623.6398315429688,3349.248291015625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,25,660.421875,3383.7109375,661.2931518554688,3383.22021484375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,26,676.0733032226562,3431.132080078125,677.0691528320312,3431.041259765625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,27,664.8864135742188,3503.85302734375,665.8599853515625,3504.08154296875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,28,675.3092041015625,3479.4599609375,676.2507934570312,3479.796630859375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,29,661.3692626953125,3531.4384765625,662.3338623046875,3531.702392578125,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,30,635.66796875,3575.531005859375,636.4522094726562,3576.1513671875,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,31,636.7859497070312,3610.7509765625,637.5194091796875,3610.0712890625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,32,686.6656494140625,3652.53759765625,687.47265625,3651.947021484375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,33,744.2207641601562,3684.632080078125,745.0155639648438,3684.025146484375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,34,773.4627685546875,3700.28271484375,773.7535400390625,3699.325927734375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,35,821.7894287109375,3710.1083984375,822.0196533203125,3709.13525390625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,36,874.817138671875,3718.4716796875,874.891845703125,3717.474365234375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,37,925.5430908203125,3728.2080078125,925.8489990234375,3727.255859375,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,38,968.6593017578125,3750.80224609375,969.2747192382812,3750.013916015625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,39,1006.0972290039062,3783.779296875,1006.7987060546875,3783.066650390625,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,40,1044.5302734375,3814.73388671875,1045.06982421875,3813.891845703125,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,41,522.11962890625,44.07636260986328,523.1173706054688,44.14336395263672,1,Ocean
MapsZH.big\Maps\MD_USA05\md_usa05.wak,42,509.36077880859375,94.49288940429688,510.2375793457031,94.9737548828125,1,Ocean
